,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20
0,1,0.5642322292186147,-0.47568907407993977,-0.624867098816166,-1.9587380202669764,1.6471027559666553,-0.9602014219961129,1.3330770198123567,0.5210054607265918,-0.578150431911365,0.32867137380608646,-0.9427703314115515,-0.8307730631321093,0.5619556752534506,2.706882403843171,-1.5134281812922499,-2.5098323784809087,0.21684742167441645,1.0514873497998676,1.4820758323777241,0.20213947835666574
1,4,-1.719455104682135,-2.4565446039902805,-0.3299572974137581,-0.6968144467477057,-0.6927497921133426,-0.4102490207232148,-0.16173224561738983,0.06785217266875201,0.7351837338991531,1.0477968372246327,-0.038946074426478766,2.4791580327945884,-0.8587962592324375,0.13511740000749287,0.6994597902122944,-0.15473231077965696,-1.2130169329204652,2.499570989484726,-0.8371521989767116,0.4249021111377925
2,4,1.8619009666615751,-3.6634269385484584,0.9379050032267041,-1.3598111311404741,1.1855609481954545,1.0008333236841613,-0.5187928105142943,0.11749156017149623,1.5426180544789205,2.6901396234056305,1.0545472591315435,1.4209890683218431,-1.2313166308806367,-1.0636088714104162,0.7537159491313538,0.8465778774215792,1.774505459636577,3.6017874549494997,-2.1859166967566477,0.822411144398378
3,1,0.8145558874687582,-2.8053925682054373,-0.4417240515721138,0.05254580579920512,-0.18204432847778082,-0.6731098886083285,-1.0046867755920583,-1.3791174156457289,2.2092033302409075,-0.49276069164881264,-0.4411369290412972,-0.626657081160071,-3.1055662353813744,4.134363628356749,-1.977913276436209,-2.0390718582165124,-2.4686600069810503,4.726132324429317,-0.05105302459941016,0.47315853972611066
4,1,3.7775953645482923,-0.7769017854134701,-0.9560343321005284,0.1025895368604102,1.0266943448598835,-0.09259338733325892,-0.08479773087658485,2.1634645133051618,-0.5190811362691474,-0.34945488966497273,-1.8546326956780654,0.10403225713835565,1.6449124001006403,0.6546007267179766,1.7855063544590077,0.9363341906821422,-0.448566474371598,1.7052825327890173,1.301148443702974,-0.8785419455657004
5,4,1.0307440962212322,3.0377431679945577,-1.5474941224333087,-4.3087351242248,2.5160455423457164,-0.4186228657518054,1.4894033296785774,-1.3233539037866344,-0.7715797308276956,-0.49285916432936905,-0.5985165772290203,0.17213189533438392,2.9428833997196944,1.011852348671676,0.034258494683071655,-1.1849667324126274,-0.9330627748967483,2.6244649379586136,3.6919172074287614,0.9592647901534519
6,3,-0.02986448823814189,1.2319998668285281,-0.013276456906014505,-2.704914629707058,0.9682044105901585,0.19681650865280942,-2.493363364698708,2.080213719762775,1.1555602314089692,-0.3832752423464264,-1.3738162052461904,-3.572561115924871,3.5274839046652686,1.927780139376662,-3.0145459237850627,-1.2222050832633253,-0.21260341712153577,-1.2834316500099545,1.4451153101844403,-0.3022537449332229
7,1,1.7350006510760039,-0.4474063496809736,-1.349402590201514,-3.7137557944739887,-0.913999971971211,-1.3336146149445387,0.16335553503843372,3.0308066067702724,0.33331376796501644,2.2909414959913246,-1.136899082716936,-0.9229096635645756,1.674042414252797,3.96433132805616,2.8285601132384395,-1.3472736554162217,-0.4463106972588624,2.7835109729858236,1.237979306692534,1.0205971909502802
8,0,-3.1530816809447857,2.132972356535374,0.731843834966552,-0.14583615189081742,-0.8798284899911041,-2.1897466906649568,-0.8424576373206545,0.7394129107341395,-0.36716058664764617,0.8689417694754914,3.060282540549386,1.4629279034836324,2.7090871972310233,-0.5258826267605766,-2.5710815867754904,0.5286007042789421,-0.43897928684881893,-0.5840763353029444,-3.210848195458272,0.07475282570382981
9,2,3.591672928360043,-2.223768048586935,-0.461855503391599,2.6881609566545204,-0.10611574915205216,1.3668494746937248,1.2229556203185947,-4.054486062086989,-0.489240133764259,-0.47140411872555843,0.9045714468104751,-2.6542841018735506,-2.37878101491281,2.996051248671196,2.2012151552783332,-2.558710457758418,-0.8216433809608356,-0.31009745958591617,0.8918259113246566,0.3892998465990323
10,2,-2.0442513129633175,-3.333807836874228,0.9570702759713129,3.9290085223977473,-0.4484740343389644,0.3850073696252314,1.6597836084811006,2.2961409745447097,2.003284608385795,-2.1663702881316067,4.18940345132046,0.06731477264775224,2.6961469999760985,-2.4214934132990926,-1.9059122653343135,-0.7189798313812451,-0.858510892632138,-2.357489547939443,1.434461788568456,-2.5124836406930537
11,0,1.2049086244908576,-1.408989258646971,0.21560829680949783,2.501772689645979,-0.2711771052924479,0.9240569054781221,0.006726204093408614,-1.9178195412052355,0.7591233868311014,1.1059319922985773,-1.677181357897764,-1.5141475129237407,-3.505120825490932,1.8108752990522765,-1.11304824368002,3.6415906049889464,-1.0658351731144344,-3.5241488743134597,-0.7891850700896937,-0.5990657453031424
12,2,-0.6958025239956039,0.6916859627850603,-0.37239854906014613,1.0756871405471373,0.3410654023574168,-0.07908433784471355,-0.43516596078347847,-1.483852784303156,-1.4195134263412,0.14100568983041512,1.8942875332630034,-0.518333426767927,0.49412587811059583,-3.66005707607815,0.5424331620056452,4.539200166445431,-0.6478040488466714,0.5251624135056412,-0.48451104653305543,1.0952122242872455
13,4,2.899192648070465,-3.9229030378309804,0.26144296553012764,1.1265112536619073,-0.13421762662013897,1.8373011190589001,-0.19192883817557285,-2.8363285839986037,-0.5217241581131439,0.26640678000388124,-0.21155657861826435,1.8184858434553908,0.6410739042607566,0.30869074740215796,3.1576330976335694,-3.4072628860624627,0.44769335311219804,-1.409259970485225,-4.130765633799129,1.8703865090046417
14,0,3.237146780748399,0.49032346050241227,-1.245483447454311,1.0579203373607036,0.174921247398756,0.31854849039196276,0.8804841065080041,-0.1787467202671292,0.08688463854194786,1.1406564156437835,-0.551437968174688,2.7630717741626287,1.3609847928088676,-0.10278830766321465,-2.9397055447121327,1.4804979457642016,2.509520713208184,-3.497106508148524,-0.3354966530544613,-1.5931672462804098
